ui,vi,wi
28.27,-0.99,-0.73
27.88,-2.69,-1.47
30.3,-0.63,-1.57
31.54,-0.68,-1.37
31.33,-2.12,-1.65
31.43,0.76,-1.66
30.18,-3.81,-1.82
30.55,-1.74,-1.88
29.26,-1.13,-2.4
26.55,0.51,-1.25
25.58,-1.92,-0.87
27.03,-0.27,-1.57
26.94,0.17,-1.75
30.45,-1.53,-1.25
-24.97,0.2,11.32
-21.1,-0.44,10.67
-22.31,-49.45,10.98
26.64,0.37,-1.26
28.2,-0.82,-1.46
27.52,-1.82,-1.35
28.42,-2.2,-1.02
-23.02,-2.38,12.38
-26.28,-2.03,12.72
-24.15,-4.06,12.34
-23.19,-6.17,-12.87
-22.92,-4.34,-12.52
29.13,-5.07,1.1
21.88,-4.38,0.82
-23.62,-1.59,-11.51
-21.5,-1.31,-11.06
27.54,-0.65,1.51
29.08,0.19,1.59
27.9,-1.26,1.82
28.96,0.73,1.26
-20.52,-0.57,-12.33
30.95,-0.01,0.68
29.24,-2.99,0.46
28.81,-49.88,0.31
31.92,-1.3,-0.52
-20.99,-3.99,12.06
-19.3,-0.2,11.55
-19.35,-0.48,11.19
27.25,1.41,-0.03
74.87,-4.01,-12.8
21.9,-9.25,0.86
-27.82,-3.88,-12.22
27.52,-0.4,1.81
27.5,-0.91,2.05
27.14,-0.23,2.07
28.08,0.27,2.23
28.06,0.24,1.82
25.9,1,1.53
30.19,2.34,0.24
28.2,0.66,0.71
30.09,1.07,0.59
-68.38,0.37,-0.46
131.97,1.04,-0.07
33.09,0.03,-0.85
30.03,-0.38,-0.21
28.9,-0.13,-0.76
30.39,-3.7,-0.68
-22.22,-3.62,-14
29.1,-2.97,0.03
-19.24,-1.92,12.55
-21.55,-1.21,12.16
33.37,0.2,-0.77
32.78,1.26,-0.43
32.01,4.08,-0.65
29.85,-3.33,-0.87
31.86,-0.89,-1.1
33.91,-4.56,-1.04
31.18,-4.39,-1.3
31.25,-1.66,0.15
28.02,-3.66,-0.74
29.94,-2.85,-0.41
29.46,-2.1,0.05
31.88,-2.05,-0.73
81.09,49.02,12.7
130.2,-0.63,-0.17
-69.47,-0.66,-1.54
-22.4,-1.25,-14.2
-21.36,-0.68,-13.77
79.42,-49.21,11.8
-20.46,-2.25,-14.25
80.94,-0.12,12.17
-15.51,-1.53,-14.4
31.27,-2.56,-0.78
30.52,-1.18,-0.8
27.95,-1.93,-0.65
30.07,-5.02,-1.13
32.17,-3.07,-0.93
-18.64,-4.23,11.71
29.94,-3.31,0.65
-18.37,-2.74,-12.39
31.4,1.19,1
32.76,-2.77,0.35
32.4,0.57,0.07
33.12,-0.7,-0.15
33.68,2.15,-1.09
34.36,1.47,-1.19
-19.47,1.05,12.12
-19.33,0.41,10.98
-17.59,-2.88,-14.74
31.11,-1.9,-1.59
31.15,-0.2,-1.51
32.87,1.08,-1.3
31.54,0.71,-1.38
32.57,-1.78,-1.48
32.22,-1.27,-1.53
30.7,-0.2,-1.42
31.06,0.32,-1.64
31.38,-2.56,-1.7
33.21,-0.38,-1.13
32.4,0.15,-1.52
33.77,-0.43,-1.55
33.05,-0.17,-1.55
35.33,-2.2,-2.55
81.16,-2.55,-14.3
-21.01,-2.83,12.25
-22.93,-4.85,10.94
-18.67,-3.81,-14.64
-16.88,0.38,-14.37
35.06,-0.27,-1.61
35.91,-0.82,-2.34
38.64,1.94,-3.35
36.05,0.93,-3.97
33.48,-2.3,-4.25
32.91,-2.37,-4.54
31.81,-1.21,-3.53
29.26,-0.62,-2.62
29.58,3.22,-2.6
-12.92,0.82,-14.59
-10.71,2.38,-14.28
35.85,2.58,-2.99
30.14,0.71,-3.05
31.31,1.53,-2.08
30.89,0.94,-2.49
29.06,1.48,-1.6
31.56,2.86,-1.32
32.6,0.76,-0.98
33.39,1.08,-1.62
32.26,0.27,-2
31.38,-0.07,-1.48
29.51,-1.36,-1.47
28.61,-2.27,-1.42
31.74,-4.45,-1.26
30.14,-0.82,-1.15
31.99,-2.19,-1.64
31.69,0.17,-1.03
25.99,-0.24,-0.88
28.88,1.52,-1.02
29.22,-0.74,-0.63
30.63,-2.64,-1.02
29.46,-0.21,0.03
29.22,0.1,-0.83
30.7,-2.52,-0.57
77.82,2.05,11.86
28.58,-3.51,-0.13
27.75,-0.85,0.01
27.11,-0.98,-0.08
26.8,-1.09,0.2
27.61,-2.47,0.19
26.66,-1.49,0.31
29.37,46.66,0.65
27.95,-0.48,1.09
27.97,0.23,0.91
27.95,-2.54,1.64
29.08,-2.7,2.18
31.88,-0.26,2.75
29.37,-3.15,1.99
32.17,-0.37,1.97
29.73,-2.47,1.33
31,-1.84,0.93
28.29,-2.63,1.15
29.13,-1.76,0.91
27.82,-6.21,1.84
28.49,-4.8,2.34
28.33,-5.53,2.32
27.91,-7.34,2.42
28,-4.05,2.45
28.67,-4.78,1.78
31.02,-2.82,1.55
31.47,-2.96,0.98
29.28,-3.84,0.82
29.03,-5.88,1.35
27.16,-4.83,1.54
27.46,-6.74,1.35
24.81,-4.21,2.08
28.76,-1.64,1.75
29.48,-3.88,2.04
32.26,-1.79,1.6
31.25,-1.51,1.21
32.21,0.85,1.1
31.06,2.33,0.87
30.82,-0.54,0.6
29.3,-1.03,0.2
30.79,0.28,0.13
28.31,-1.56,0.52
27.63,0.76,0.01
-20.91,-50.55,-12.72
-21.92,-1.68,-12.54
29.89,-2.64,0.13
25.97,-0.68,0.78
27.54,-0.85,0.68
28.76,-0.4,-0.37
28.52,0.78,-0.52
27.3,-4.38,-0.6
30.27,-3.48,-0.49
29.03,-3.75,-0.23
29.03,-3.97,0.2
27,-3.88,0.43
31.61,-0.4,0.62
35.26,-0.43,-0.6
31.97,-1.24,-0.46
34.18,-3.37,-1.3
26.87,-0.4,0.17
28.7,0.62,-0.99
28.36,1.54,-0.98
28.2,-0.6,-1.07
27.48,-0.71,-0.41
30.63,1.31,-1.21
31.86,-0.49,-1.22
29.6,-0.1,-1.7
29.49,0.86,-1.75
30.23,0.51,-1.75
28.56,1.49,-1.47
27.91,0.46,-1.49
26.42,1.61,-1.02
23.9,2.84,-0.85
28.56,2.41,-1.66
-23.72,-0.93,-13.44
29.33,-2.05,0.43
27.57,-1.55,-0.31
30.14,-1.27,-1.02
29.17,-2.19,-0.55
75.94,0.51,12.42
22.06,-5.6,0.63
76.87,-1.16,13.8
30.16,-4.19,1.22
29.08,-0.93,1.26
30.91,-0.54,0.85
33.28,-2.74,0.17
32.73,-2.26,-0.17
30.63,-4.36,-0.37
28.97,-5.02,-0.8
30.93,-5.99,-0.73
29.82,-1.84,-1.25
28.7,-3.61,-1.57
25.51,-3.03,-0.46
74.83,-1.46,-13.21
24.23,-4.39,0.12
26.44,-1.04,0.73
-18.79,-4.96,-12.57
34.4,-1.48,0.96
-20.19,-3.26,13.95
33.09,-4.89,0.63
-20.46,-4.34,-12.21
29.57,-0.97,0.65
30.52,-3.44,0.43
30.68,-4.74,0.49
29.62,-3.13,0.46
31.81,-4.69,0.2
31,-5.31,0.63
32.78,-6.12,0.23
-20.99,-7.45,12.37
31.65,-4.8,-0.26
-17.82,-2.74,-13.83
34.43,-2.21,-0.57
-20.88,-1.53,-13.35
-20.48,-3.44,-13.51
-19.24,-2.15,-13.24
-18.45,-2.63,-12.34
34.22,-4.01,1.08
31.97,-1.15,1.03
31.38,-3.31,0.82
29.03,-2.54,0.17
31.4,-2.54,-0.93
-21.46,2.87,-14.64
80.9,1.26,12.12
-23.61,-3.95,-13.12
-23.66,3.79,-13.07
-25.38,1.64,-12.47
26.39,-1.46,0.32
27.75,-1.07,0.27
28.52,0.06,0.37
28.09,-3.46,0.08
30.7,-5.24,-0.37
29.51,-2.85,-0.34
31.11,-0.87,-0.32
30.61,0.27,-0.54
29.01,-0.2,-0.32
28.61,0.73,-0.15
29.24,-0.03,-0.6
30.39,-0.57,-0.38
28.52,-0.83,0.46
31.61,-3.64,-0.2
29.71,-0.82,0.46
25.7,-3.7,0.43
29.73,48.64,0.57
78.53,-0.97,12.99
32.26,-2.38,25.94
29.96,-0.89,0.88
-21.18,-3.24,-12.61
32.62,-1.3,0.94
29.51,0.06,0.62
32.64,-0.15,0.19
-18.11,-1.55,-12.97
31.67,-0.97,-1.04
31.47,-1.13,-1.2
30.48,1.51,-0.87
78.15,-0.97,-12.98
-20.02,0.35,11.67
27.3,4.1,-0.06
29.96,-0.24,0.38
26.44,-1.97,-25.96
32.1,0.59,0.1
33.21,1.48,0.82
-18.1,1.29,-13.45
31.52,0.74,-0.48
30.16,-0.93,-0.17
31.07,-0.98,-0.62
31.47,-0.92,-0.92
29.22,0.57,-0.06
31.7,0.99,-0.41
33.23,1.53,-0.13
31.16,-1.2,0.15
34.49,-2.18,-0.8
35.51,1.27,-0.55
35.87,-0.27,-1.09
33.5,-1.4,-0.91
31.69,-0.8,-0.71
29.3,1.84,-0.24
-16.6,0.46,-14.04
28.7,-1,0.13
80.8,0.03,13.42
33.12,48.73,-0.1
28.51,-0.1,0.49
31.74,2.66,0.63
29.94,3.07,0.93
31.52,1.42,0.93
-17.76,0.26,-12.47
33.53,0.74,1.42
34.77,3.28,0.55
34.67,3.17,0.26
31.06,1.84,0.94
28.92,0.54,0.52
28.54,-1.31,0.78
30.23,3.64,1.86
32.03,-3.22,1.48
-18.86,0,-11.11
30.98,-1.56,1.37
33.66,-2.74,1.24
31.25,-2.44,1.53
30.77,-2.14,0.8
-19.61,0.41,-12.28
34.76,-4.32,0.63
28,-4.76,0.37
30.79,-3.51,0.71
33.79,-1.49,-0.44
31.67,-3.94,-0.76
31.85,-0.49,-0.94
36.28,-1.64,-1.97
34.25,-0.93,-1.86
35.1,-2.48,-2.43
29.89,-1.37,-1.82
29.26,-1.18,-1.29
-18.81,0.87,-15.18
-19.14,-0.06,-15.48
-16.05,-1.18,-14.51
31.86,-0.96,-1.31
31.02,-1.41,-1.2
33.12,1.68,-1.21
30.43,-0.99,-0.62
29.76,-1.86,-0.68
31.61,-1.11,-1.09
30.28,0.17,-0.82
31.51,2.84,-1.15
-20.21,2.09,11.37
-20.26,3.59,10.84
29.55,1.14,-1.66
31.92,-0.32,-0.98
26.15,-1.04,-1.37
30.05,-1.72,-1.78
30.88,-2.29,-1.55
32.74,-1.67,-1.66
29.82,-0.38,-1.31
30.91,-3.37,-1.38
30.28,-0.87,-1.02
26.03,-2.47,-0.06
24.32,-2.3,-0.31
-18.34,-4.08,-12.38
30.77,-4.23,0.92
32.89,-0.43,1.14
32.94,-0.35,0.49
34.34,-0.71,-0.26
-18,3.51,12.83
28.99,4.01,1.31
-19.41,3.53,-13.42
28.74,4.56,0.55
29.94,5.18,0.17
30.14,0.43,0.35
32.98,-0.48,-0.05
32.22,-0.19,0.63
32.33,-1.1,0.68
32.24,-0.38,0.77
30.3,-0.13,0.27
30.79,-1.03,0.76
31.61,-2.08,0.43
31.92,-0.06,0.41
31.61,3.07,0.1
33.32,2.8,-1.03
32.17,6.3,-1.42
32.35,1.47,-1.59
31.11,-1.72,-1.64
29.8,2.81,-1.48
27.73,1.92,-0.44
27.63,3.03,-0.2
29.64,2.78,0.17
32.58,2.85,-0.17
28.67,1.33,0.2
80.88,1.62,-13.12
29.06,1.21,-0.03
28,-2.08,0.3
27.28,-0.99,0.23
27.66,-0.57,0.54
27.09,0.57,0.86
26.58,3.31,0.89
29.35,0.12,1.27
33.43,-0.34,0.57
28.38,-0.1,1.42
29.89,-0.93,1.22
26.87,3.11,1.85
28.63,0.4,1.96
28.31,2.63,2.43
30.16,3.61,1.83
29.39,2.87,1.99
29.08,1.1,1.24
29.03,1.42,1.11
28.94,1.13,0.87
26.46,-0.06,1.61
26.39,1.33,1.55
25.36,0.27,1.65
27.2,-0.52,1.88
30.39,-0.12,1.76
25.47,0.76,2.01
29.17,1.15,0.97
26.73,1.29,1.92
26.78,3.88,2.5
27.52,2,1.95
28.81,2.33,1.48
27.52,2.85,1.86
27.59,3.08,1.04
28.56,4.5,0.63
30.43,4.23,0.32
28.92,2.83,-0.07
29.91,3.4,-0.82
25.58,2.07,-0.27
26.51,1.51,-0.54
28.49,1.27,-1.07
27.59,0.57,-0.63
25.42,4.01,0.06
25.54,0.05,0.01
78.15,0.97,-12.73
30.63,0.43,-0.32
30.48,2.58,-0.3
-21.58,1.31,-12.89
-22.83,4.98,-13.31
24.08,4.34,0.43
24.21,4.47,0.13
22.94,2.96,0.57
21.54,1.93,1.2
21.46,3.72,1.26
24.21,2.77,1.99
28.58,1.2,1.79
30.25,2.99,1.04
30.86,-0.13,1.43
25.9,-1.7,1.53
28.15,0.43,0.7
28.67,0.37,0.68
28.61,-0.87,0.97
29.4,-0.01,0.6
-20.87,1.2,13.24
-17.8,1.96,12.17
-20.99,-0.35,11.64
31.15,-0.19,-0.87
30.12,-0.57,-0.54
28.94,0.44,-0.06
31.72,-0.19,0.01
31.81,-0.43,0.08
29.33,0.87,-0.17
30.45,-2.67,0.31
31.04,-2.84,-0.06
31.52,-1.04,1.21
31.09,-0.15,0.85
30.75,-1.08,0.74
31.42,0.68,1.1
32.74,-1.04,0.52
30.21,0.49,1.1
29.89,-3.88,1.16
29.19,-1.71,0.68
31.09,-3.15,0.57
28.24,-0.3,0.76
28.25,-1.14,1.31
-18.8,-2.4,-12.03
32.76,-0.49,1.22
30.8,-2.85,0.68
32.37,-2.41,0.74
30.55,-3.51,0.46
32.22,-3.42,0.57
34.13,-4.72,0.65
32.76,-3.06,0.03
33.3,-2.83,0
32.37,-2.84,0.13
-19.44,-4.67,12.04
30.28,-3.4,0.26
-17.29,0.37,12.51
31.69,0.07,0.07
-15.97,-1.57,-14.21
-20.62,-0.46,-13.09
-16.24,-2.61,-13.6
-20.72,-2.11,-13.52
-69.6,2.16,-0.74
29.6,-2.08,-0.65
29.96,0.26,-0.35
28.74,-0.23,-0.49
28.04,-3.24,-0.8
32.26,-1.42,-0.87
31.22,1.15,-0.46
30.52,-1.75,-0.74
26.55,-3.26,-0.15
-24.94,-0.6,12.21
27.28,-3.24,0.31
31.29,-0.98,1.42
33.27,-1.72,1.04
32.92,-1.36,1.08
29.64,-0.93,0.57
30.84,-1.52,0.93
31.27,1.2,-0.23
32.08,-0.41,0.31
-21.25,-1.86,-13.1
-17.03,-2.87,-12.16
-70.88,-0.06,0.15
-20.28,0.01,-12.38
-19.69,0.76,-12.46
28.97,-1.89,1.18
31.81,-0.71,0.13
31.45,1.42,0.8
33.23,1.02,0.76
32.31,1.02,0.51
33.55,-1.16,-0.05
29.64,-2.97,-0.03
28.63,-54.9,-0.1
31.29,-52.92,0.03
30.98,0.08,0.15
34.49,-0.78,-0.24
29.87,-1.26,0.24
31.9,0.49,-0.49
33.25,-1.22,-0.81
30.32,-0.24,-0.41
31.34,0.23,-0.92
-17.73,-0.41,11.78
-18.6,-3.11,-13.18
-20.62,-1.97,-12.47
-70.28,-0.83,0.01
-18.63,-0.52,-13.8
29.91,-0.57,-0.17
29.67,0.68,-0.06
32.55,0.35,-0.17
27.88,-0.81,0.82
29.4,0.86,-0.27
32.4,0.24,0.15
31.02,-0.73,-0.57
31.86,1.55,-0.23
31.27,-0.57,-0.57
32.06,-1.13,-0.32
31.33,-0.86,-0.03
31.65,-2.08,-0.38
31.09,-3.68,-1.13
31.63,-0.74,-1.26
30.05,-1.47,-1.1
29.91,-0.81,-1.04
26.85,-1.43,-0.8
27.61,-1.56,-0.94
29.64,-0.71,-1.66
27.77,0.73,-0.63
79.89,1.42,-13.72
30.84,-0.2,-0.17
82.13,-2.28,12.06
28.4,-3.99,0.78
28.33,0.12,0.41
29.4,0.48,0.91
29.08,0.98,0.87
29.92,0.91,0.71
28.79,-0.63,0.13
29.15,-1.11,0.19
31.22,0.63,-0.31
-22.76,-2.01,12.54
28.29,-2.67,0.03
24.9,-4.28,0.32
30.34,-1.18,1
29.13,-0.74,0.55
28.99,0.07,0.46
29.44,1.26,0.4
26.01,2.28,1.22
27.25,2.37,1.19
28.13,0.74,0.98
31.09,-0.48,0.74
31.83,-0.57,0.13
30.97,-1.2,0.57
29.08,1.66,0.57
30.68,-0.41,-0.27
28.34,1.68,0.05
28.65,2.74,-0.19
26.87,2.29,0.41
29.42,0.63,0.94
29.67,1.08,0.6
29.82,3.57,0.62
30.09,6.76,0.38
27.86,1.81,0.57
27.18,-46,0.3
28.63,3.53,0.24
30.43,0.1,-0.17
27.91,2.15,0.23
-18.72,2.01,12.22
31.38,3.17,-0.41
31.43,1.11,-1.19
25.99,2.37,-0.28
28.97,1.9,-0.97
26.08,1.93,-0.73
29.22,1.76,-0.82
27.18,2.99,-1.38
27.39,3.31,-0.76
28.38,5.99,-0.85
26.71,2.64,-0.24
25.78,3.48,0.06
25.27,4.01,-0.01
25.94,3.39,0
26.64,3.29,0.27
26.44,2.47,0.46
25.09,1.84,0.8
25.58,3.9,0.54
25.35,2.85,0.68
26.53,1.04,0.8
28.54,0.66,0.68
-21.45,-0.76,-12.51
26.21,0.19,1.41
25.81,0.24,1.07
26.62,-0.06,0.87
26.55,-0.51,0.94
25.99,-2.48,1.2
26.46,-0.31,1.4
27.45,-0.65,1.13
28.09,-2.41,1.11
29.55,-0.93,1.29
25.96,0.99,1.15
27.93,-0.78,0.77
31.09,-0.06,0.74
30.21,1.79,0.31
30.97,-2.74,0.35
31.04,0.1,-0.35
29.69,0.62,-0.24
28.97,-2.7,-0.17
30.59,-1.81,-0.85
29.08,-0.65,-0.52
28.67,-3.79,-1.27
27.3,-2.91,-0.23
26.08,0.37,-0.46
-19.74,48.44,-12.34
28.02,-1.3,0.88
28.24,-3.66,1.44
30.5,-2.66,1.57
29.31,-5.62,2.04
29.82,-2.82,2.08
29.15,-2.64,2.25
32.28,-2.82,2.61
32.04,-2.93,1.57
29.06,-1.47,2.28
29.19,-3.29,1.65
27.95,-1.37,1.93
25.67,-51.45,1.46
27.95,-1.33,0.65
-22.16,-50.41,-12.31
-21.99,-3.07,-12.68
28.69,-3.5,0.43
28.54,-2.18,1.09
27.97,-1.79,0.77
27.3,-0.46,1.02
29.62,-0.82,0.43
30.32,-1.53,-0.03
27.99,-2.48,0.05
-22.48,-2.28,12.75
27.32,-0.54,0.2
26.15,-50.92,0.38
-21.97,-2.87,-12.08
-20.93,-2.36,-11.67
31.18,-3.13,1.32
-21.4,-2.18,-11.95
31.11,-1.74,0.7
30.66,-3.29,1.2
30.93,-4.61,0.41
30.5,-1.92,0.4
30.41,-0.74,0.31
30.09,0.6,0
28.97,-1.89,-0.15
28.36,-2.58,-0.03
28.87,-0.06,-0.1
31.81,-2.74,-0.35
30.91,-2.05,-1.09
30.27,-1.15,-0.35
30.34,-3.15,-0.78
31.13,0.17,-0.98
30.95,-0.71,-1.67
31.38,-1.73,-1.79
31.09,1.18,-1.05
33.95,-2.49,-2.48
-19.32,-2.16,10.98
26.87,-1.26,-0.85
26.96,1.4,-0.92
-20.18,0.59,11.99
-20.26,-0.28,12.08
26.55,0.8,0.37
30.41,-0.91,-1.04
33.75,-1.9,-0.93
28.61,-0.48,-0.6
79.82,-0.93,12.62
-17.76,-5.29,-13.36
32.44,-51.6,-0.82
-18.36,-2.51,-13.97
83.2,-1.2,11.45
33.14,-4.83,-1.42
-16.91,-2.56,-14.5
31.88,-0.54,-1.84
30.46,-0.91,-1.68
31.45,-1.32,-1.7
31.34,-1.3,-2.04
29.66,-0.6,-1.51
29.03,0.89,-1.48
29.1,0.1,-2.03
31.47,0.46,-1.93
31.29,0.94,-1.53
-17.5,-1.04,-15.08
31.18,-4.28,-1.77
-14.53,-6.46,-14.01
31.31,-3.46,-1.1
30.37,-1.26,-0.94
31.58,-1.22,-0.98
33.93,-2.45,-0.82
33.5,-2.2,-0.1
32.53,-1.09,-0.38
-17.12,-2.77,11.24
30.45,-0.21,-1.03
29.1,-4.63,-1.59
81.3,-0.51,-14.13
-15.97,-5.16,10.74
-71.86,-5.24,0.05
-19.86,-1.89,12.8
-20.71,-3.97,-13.96
27.32,-0.31,-0.19
32.06,0.93,0.1
-21.76,3.17,-13.06
28.99,0.28,-0.71
29.94,0.7,-0.76
-21.71,1.74,11.94
27.28,1.08,-0.13
28.56,-44.94,-0.38
-25.51,1.77,-12.81
26.35,3.39,-0.13
30.19,0.92,0.2
30.88,3.42,-0.24
27.39,2.67,-0.3
29.33,2.95,-0.38
29.69,2.51,-0.49
79.5,3.73,-13.24
25.18,4.12,0
29.1,4.47,-0.71
26.24,3.04,-0.31
28.15,2.85,-0.03
29.46,2.53,-0.41
29.15,3.37,-0.65
29.08,3.62,-0.66
30.52,0.76,-1.02
29.03,2.69,-0.8
-25.04,1.97,12.68
25.33,-44.99,-0.32
26.3,2.18,-1.25
-22.29,3.18,-13.04
-19.64,0.35,-13.24
-20.02,1,-12.65
31.51,4.34,-0.51
32.17,3.37,-0.82
31.4,3.9,-1.38
31.63,4.23,-1.87
32.55,3.18,-2.01
28.94,5.7,-1.35
29.64,5.2,-1.73
29.8,4.34,-1.97
30.75,4.3,-2.4
28.11,3.51,-2
27,4.71,-1.75
28.6,3.97,-1.52
27.91,4.54,-1.09
-22.37,2.97,-14.18
28.56,2.98,-1.33
30.23,3.79,-1.41
30.45,2.62,-1.74
28.49,3.22,-0.98
28.6,4.94,-1.62
26.28,5.97,-1.42
-24.92,1.46,11.72
22.15,2.5,0.98
28.06,4.49,0.26
29.3,0.52,-0.03
31.92,-3.53,0.2
-20.93,51.8,-12.89
-21.05,0.57,-12.92
-20.17,-0.55,-13.65
29.98,0.88,-0.26
29.03,1.75,-1.14
29.04,1.19,-1.43
29.51,-0.46,-1.41
28.38,0.87,-1.4
26.96,2.28,-1.27
28.63,0.62,-1.93
31.9,0.32,-2.48
28.65,-1.33,-1.46
26.46,-3.42,0.2
26.19,0.15,-0.21
27.09,0.96,0.1
31.25,0.6,-0.57
28.2,1.6,0
30.57,0.44,-0.86
30.55,0.06,-1.26
28.11,0.03,-1.25
27.82,1.37,-0.71
27.7,0.31,-1.2
30.59,0.32,-0.87
27.07,1.7,-0.82
30.01,0.23,-1.42
31.36,1.48,-2.04
27.14,2.2,-1.35
28.24,1.08,-1.64
28.16,-1.49,-1.89
28.11,-0.99,-1.46
27.55,1.21,-1.27
28.81,-1.05,-1.15
29.22,0.07,-0.82
28.31,-0.32,-0.8
28.67,-1.89,-1.36
27.95,-1.29,-0.91
30.32,1.08,-1.1
28.47,1.83,-0.41
26.03,3.51,0.38
25.83,4.63,-0.06
28.74,-1.09,-0.7
32.12,4.08,-0.12
32.74,3.92,-0.68
32.55,2.26,-1.77
33.37,3.39,-1.52
34.45,-0.41,-1.86
32.42,-0.71,-1.68
28.9,0.31,-1.57
28.63,0.74,-1.44
31.25,3.64,-0.6
32.51,1.86,-1.82
31.25,0.93,-1.74
28.51,1.31,-1.54
29.21,-0.17,-2.29
34.2,1.73,-2.64
29.87,0.3,-2.52
28.51,2.16,-2.18
-72.29,2.62,-2.55
30.12,0.76,-3.06
-21.88,2.07,-15.01
26.49,1.25,-2.21
26.67,-1.26,-1.1
-22.14,-3.48,-13.85
26.66,-2.66,0.94
23.71,-0.46,1.04
26.1,2.51,1.2
28.76,3.35,1.77
27.97,4.39,1.75
29.17,0.99,1.55
28.81,4.89,1.04
26.87,-44.78,0.57
26.94,3.99,-0.08
27.34,4.34,0.17
27.72,3.97,-0.4
28.63,4.74,-0.28
28.42,0.17,-0.91
25.99,-1.65,-0.63
-20.94,-0.71,11.67
28.58,1.25,-1.37
30.25,-1.02,-1.4
-21.32,-1.31,11.4
-25.22,-3.4,-13.77
25.13,-1.66,-0.93
27.16,1.85,-0.34
25,0.31,-0.15
23.82,-1.77,0.2
25.49,-0.37,0.87
25.02,1.97,0.77
26.28,1.42,1.42
25.2,0.35,1.64
26.82,1.99,1.42
-29.3,2.44,-10.76
-29.42,2.72,-10.92
-27.77,1.96,-11.01
-23.93,3.07,-10.4
24.16,1.44,2.89
25.42,2.07,2.72
26.51,1.03,2.73
26.33,1.25,2.45
26.01,1.09,2.41
26.46,2.91,2.01
24.51,3.06,2.3
23.63,0.99,2.25
24.53,0.52,2.25
22.99,2.55,2
25.42,2.74,2.41
24.33,1.93,2.98
77.63,2.19,15.09
27.05,1.77,2.21
24.34,1.48,1.92
28.18,2.03,1.75
30.84,4.23,1.92
-20.96,3.97,-13.07
28.56,2.78,-0.6
78.68,1.87,12.61
27.03,2.55,-0.81
25.4,1.09,0.27
21.42,3.22,1.84
25.18,0.4,0.71
25.65,0.3,1.13
27.59,1.71,1.3
-22.67,4.76,-11.02
29.85,5.31,1.6
30.82,6.1,1.2
30.48,5.53,1.59
-22.05,6.57,-12.31
-21.94,5.48,-12.47
79.11,3.97,12.8
28.88,3.18,-0.03
28.65,3.73,0.23
29.94,3.79,-0.41
32.1,2.54,-0.87
28.22,3.83,-0.13
76.31,2.03,-12.25
25.06,3.13,0.44
27.23,1.76,0.23
27.77,2.85,0.27
25.2,-0.81,1
27.9,0.94,1.2
27.12,2.29,0.97
28.18,3.18,1.66
27.7,3.35,2.04
28.88,3.72,2.33
29.37,1.7,2.4
29.48,0.86,2.2
27.79,1.09,1.72
29.76,-1.62,1.75
27.05,-2.87,1.37
27.59,-2.54,1.2
27.61,-3.68,1.44
27.86,-3.77,0.83
-24.94,-4.28,-12.17
26.51,-1.52,1.15
27.48,-0.7,0.63
27.48,-1.7,0.49
28.52,-2.29,0.55
23.42,-4.03,0.76
72.86,-3.13,14.01
24.41,-1.86,1.27
25.79,-1.9,1.26
23.7,-48.89,1.78
25.79,52.88,1.93
25.42,-0.24,1.72
23.83,2.08,1.78
21.88,1.68,2.03
76.45,3.97,15.09
26.46,1.04,1.9
22.8,-0.46,2.05
-25.52,-2.08,-10.7
25.24,-0.1,2.25
26.35,-0.55,2.37
25.51,0.31,2.5
25.2,3.04,2.56
26.35,1.29,2.33
25.2,3.08,2.18
22.93,2.16,2.09
22.3,3,1.94
22.8,2.17,2.1
23.12,1.53,1.55
23.17,0.62,1.94
22.57,-0.27,1.48
23.55,-0.73,1.63
21.08,-2.67,2.21
22.46,-1.64,1.84
25.22,-3.26,2.22
29.98,-1.29,2.17
30.34,0.24,1.59
29.13,-2.59,0.41
28.72,-0.65,1.09
25.72,-4.1,0.51
26.75,-5.02,0.74
27.79,-4.39,0.63
26.8,-4.14,1
27.63,-3.55,1.04
27.7,-2.05,0.92
25.76,-2.64,0.86
25.42,-0.2,0.54
27.68,-1.86,1.16
26.89,-0.76,1.3
25.04,-2.64,1.56
26.01,-2.2,1.66
25.33,-1.55,1.42
25.24,-0.51,1.46
27.64,-1.03,2.15
26.51,-1.13,1.72
20.81,0.49,3.05
24.34,-0.89,1.93
20.73,0.65,2.25
20.52,0.44,2.26
25.02,0.17,3.57
77.17,1.27,16.07
27.7,1.36,2.87
26.48,0.63,3.02
28.83,-0.41,3.04
29.69,0.94,3.1
30.25,1.22,2.52
29.35,2.42,2.74
29.64,0.98,2.3
29.35,0.57,2.45
30.23,0.27,1.6
31.18,-0.8,0.73
31.74,1.18,0.08
32.53,-0.13,-0.03
27.68,-0.28,0.68
28.24,-1.43,0.54
29.76,-1.08,0.17
29.17,-1.15,0.51
32.26,-0.57,0.6
28.63,-0.24,0.31
30.88,2.38,-0.12
28.09,0.76,-0.12
27.12,0.63,-0.07
-22.14,-0.99,-12.39
27.03,-0.63,-0.27
30.73,-0.87,-0.54
29.53,-0.59,-0.12
26.19,-0.59,-0.31
28.36,2.96,-0.03
28.4,-4.28,-0.1
27.61,-2.15,-0.06
26.19,-3.37,0.38
26.39,-3.26,0.17
26.58,-3.06,0.43
25.33,-1.08,0.59
27.36,-0.05,0.06
29.8,-0.68,0.13
30.39,0.91,0.62
28.38,2.28,-0.08
27.32,2.54,-0.03
28.85,0.62,-0.49
27.23,0.03,-0.92
