uf,vf,wf
26.89,-0.7,-0.94
24.07,-1.21,-0.97
25.33,0.2,-1.18
25.51,0.63,-0.74
25.22,1.15,-0.44
26.85,0.76,-0.59
27.82,2.22,-0.68
26.635,1.715,-0.81
25.45,1.21,-0.94
26.1,0.875,-1.18
26.75,0.54,-1.42
25.83,0.96,-1.37
26.12,0.41,-1.37
25.615,0.405,-1.035
25.11,0.4,-0.7
23.18,-0.68,-0.62
22.63,-1.11,-1.09
25.88,-1.9,-0.31
24.8,-1.14,-0.82
25.58,-0.32,-0.6
23.58,0.0,-0.31
25.2,0.49,-1.0
22.76,0.37,-0.54
23.56,2.39,-0.74
24.81,1.905,-0.645
25.435,1.6625,-0.5975
25.7475,1.5412,-0.5738
25.9038,1.4806,-0.5619
26.06,1.42,-0.55
25.99,0.91,-0.86
24.93,0.03,-0.43
25.525,0.58,-0.67
26.12,1.13,-0.91
25.76,1.95,-0.07
26.17,2.63,-0.35
27.015,0.5,-0.49
27.4375,-0.565,-0.56
27.6488,-1.0975,-0.595
27.7544,-1.3638,-0.6125
27.8072,-1.4969,-0.6213
27.8336,-1.5634,-0.6256
27.86,-1.63,-0.63
28.69,1.2,-0.54
27.655,1.21,-0.13
27.1375,1.215,0.075
26.8788,1.2175,0.1775
26.7494,1.2188,0.2288
26.62,1.22,0.28
28.34,2.41,0.32
27.82,1.25,0.3
28.34,0.27,0.0
28.49,3.13,0.12
28.58,0.35,0.1
28.11,1.48,-0.13
27.085,0.355,-0.125
26.06,-0.77,-0.12
27.88,0.12,-1.2
28.36,0.43,-1.63
27.32,-0.91,-2.05
26.94,0.99,-2.32
26.96,0.65,-2.43
27.25,1.24,-2.32
25.65,0.76,-2.44
26.42,1.05,-2.41
25.45,2.05,-2.52
24.01,2.21,-2.66
25.87,1.2,-2.16
24.92,2.17,-1.81
21.48,2.74,-1.55
22.8,2.3,-1.21
22.75,0.59,-0.93
23.81,3.06,-0.1
23.04,1.68,0.2
25.17,0.82,0.35
23.57,0.93,1.04
24.905,0.195,1.29
25.5725,-0.1725,1.415
26.24,-0.54,1.54
26.95,-0.67,0.39
27.305,-0.735,-0.185
27.4825,-0.7675,-0.4725
27.5712,-0.7837,-0.6162
27.66,-0.8,-0.76
25.4,-0.57,-0.52
25.335,0.2,-0.625
25.27,0.97,-0.73
23.87,-0.03,-0.23
22.47,-1.03,0.27
24.035,-0.23,0.135
24.8175,0.17,0.0675
25.6,0.57,0.0
27.77,2.25,-0.03
27.52,2.555,-0.19
27.27,2.86,-0.35
26.62,1.94,-0.23
27.77,3.35,-1.3
26.675,1.435,-1.03
25.58,-0.48,-0.76
24.42,-1.03,-0.08
25.24,-0.51,-0.43
26.12,1.21,-0.51
26.24,-0.37,-0.48
27.75,-0.74,-0.35
27.36,-0.32,-0.46
26.57,-2.78,-0.21
29.15,1.26,-0.52
27.27,0.32,-0.28
27.79,-0.74,-0.31
27.03,0.49,-0.24
27.45,-1.19,-0.49
27.59,2.58,-0.34
26.15,-0.54,-0.13
25.6,-0.12,0.1
25.47,-1.44,0.21
26.23,1.94,0.8
28.41,2.065,0.77
30.59,2.19,0.74
28.47,1.32,0.57
29.24,2.63,0.35
28.52,2.12,0.34
28.52,1.97,-0.2
28.63,3.17,-0.05
25.2,2.96,0.48
30.09,4.05,-0.93
24.02,4.14,-0.06
23.35,5.205,0.01
22.68,6.27,0.08
24.96,3.22,0.37
24.57,2.16,0.38
27.25,1.15,0.54
27.18,2.45,0.57
27.48,0.17,0.41
27.57,2.22,0.2
28.06,2.07,0.17
29.49,1.26,-0.52
27.41,1.22,0.015
25.33,1.18,0.55
25.425,1.41,0.68
25.52,1.64,0.81
25.49,5.49,0.49
26.3,0.1,0.49
27.07,-0.59,0.65
27.81,-0.98,0.41
28.52,-1.03,0.24
28.31,-1.7,0.26
29.8,-1.13,0.27
28.0,-1.2,0.24
29.8,0.63,-0.24
29.42,-1.75,-0.24
28.345,-2.89,-0.445
27.27,-4.03,-0.65
25.365,-2.08,-0.565
23.46,-0.13,-0.48
21.72,-2.03,0.24
22.83,-3.04,0.38
28.69,-1.13,1.38
28.74,-1.96,1.72
28.65,-2.63,1.09
28.38,-3.42,1.32
28.52,-2.55,1.19
28.63,-0.17,1.04
27.64,-1.05,0.77
27.59,-0.99,0.985
27.54,-0.93,1.2
24.21,-0.82,1.49
27.05,-1.31,0.87
27.21,2.93,1.03
26.8,0.48,0.77
25.9,-1.75,1.02
26.17,-0.82,1.08
27.73,0.1,1.09
27.95,-1.44,0.17
28.56,-1.79,0.32
27.27,-2.64,0.49
25.45,-2.76,1.04
23.9,-2.55,1.21
25.45,-3.48,1.7
25.6,-1.43,1.82
28.33,0.03,2.14
29.49,1.16,2.63
28.65,0.12,1.95
26.03,0.1,2.07
25.9,-1.76,1.75
26.19,-0.48,2.0
26.19,1.52,1.81
27.995,1.365,1.59
29.8,1.21,1.37
29.13,-5.18,1.62
28.235,-3.58,1.33
27.34,-1.98,1.04
26.96,-2.85,1.04
27.3,-0.48,1.61
26.23,-1.53,0.96
25.76,-0.45,0.835
25.29,0.63,0.71
27.7,0.98,0.2
28.34,0.03,-0.06
27.16,-0.68,0.12
27.21,-0.46,0.4
29.53,1.36,0.27
29.92,-0.59,0.17
29.08,-1.63,-0.12
28.97,-1.53,-0.24
28.63,-1.53,-0.07
28.29,-1.53,0.1
30.12,-3.55,-0.68
28.61,-0.54,-0.91
28.99,-0.7,-0.82
29.46,-1.93,-0.93
30.1,-2.91,-1.51
30.3,0.43,-1.77
29.15,-1.55,-1.56
27.82,-1.59,-1.29
26.255,-0.985,-0.8
24.69,-0.38,-0.31
26.28,0.6,-0.26
30.07,0.26,-0.6
28.7,0.98,-0.2
28.22,0.41,-0.17
27.68,-0.31,-0.27
29.01,1.26,-0.76
30.45,1.37,-0.57
27.52,0.59,-0.99
27.72,0.6,-0.83
30.37,-2.19,-0.97
28.67,-1.73,-1.37
29.8,-1.04,-0.78
29.76,0.87,-0.55
29.3,-0.87,-1.86
30.57,-2.58,-1.88
28.78,-1.67,-1.7
27.48,-0.68,-1.63
27.99,-0.83,-1.62
25.9,0.0,-2.07
28.81,0.86,-1.25
33.79,-2.03,-1.48
32.82,-1.42,-1.7
32.03,-0.89,-2.54
31.47,-2.29,-2.61
28.42,-2.63,-2.34
29.28,-5.57,-2.03
29.17,-3.24,-1.16
31.97,-3.15,-1.83
31.81,-3.7,-2.07
29.69,-1.97,-2.02
27.57,-0.24,-1.97
27.95,1.48,-1.725
28.33,3.2,-1.48
30.39,3.02,-2.37
32.39,-0.06,-2.47
31.6,-2.0,-2.64
26.39,-0.94,-1.27
26.98,-3.22,-1.82
27.18,-3.31,-1.54
28.39,-2.12,-1.37
29.6,-0.93,-1.2
28.76,-7.56,-1.09
26.89,-7.1,-1.19
29.92,-6.28,-0.26
28.87,-3.81,0.06
30.18,-3.7,0.54
30.09,-4.72,0.24
28.97,-3.26,0.4
27.84,-2.07,1.09
31.74,-0.49,0.65
30.48,-1.04,0.34
30.64,0.43,0.68
30.82,-3.07,-0.52
28.36,0.6,0.32
27.97,1.13,-0.06
28.36,1.6,-0.2
29.37,2.14,-0.12
31.2,3.44,0.15
30.88,1.75,-0.57
29.51,0.93,-0.35
31.45,1.04,-1.08
29.3,-0.74,-0.82
28.72,-0.81,-1.22
29.45,-0.98,-1.485
29.815,-1.065,-1.6175
30.18,-1.15,-1.75
30.205,-1.635,-1.875
30.23,-2.12,-2.0
30.5,-2.78,-2.13
30.635,-3.11,-2.195
30.7025,-3.275,-2.2275
30.7362,-3.3575,-2.2438
30.77,-3.44,-2.26
29.55,0.31,-1.82
32.8,-0.35,-2.18
25.44,-3.2,-0.74
30.18,0.98,-0.27
30.96,1.395,0.19
31.74,1.81,0.65
33.82,-1.31,-0.8
33.05,0.2,-0.76
32.15,-0.66,-1.15
30.49,0.29,-0.385
28.83,1.24,0.38
27.545,-0.835,0.595
26.26,-2.91,0.81
31.24,-3.97,0.41
30.77,-1.46,0.465
30.535,-0.205,0.4925
30.3,1.05,0.52
26.85,3.26,0.98
28.81,-1.53,0.51
31.325,-1.985,0.54
32.5825,-2.2125,0.555
33.84,-2.44,0.57
34.07,-3.15,0.93
32.87,-1.04,0.35
31.58,-3.73,-0.65
30.1,0.38,-0.52
33.3,-1.82,-0.65
29.665,-0.76,-0.205
26.03,0.3,0.24
27.48,-0.49,0.38
32.19,1.03,0.8
32.01,1.6,0.0
31.84,-1.7,-0.26
31.67,-5.0,-0.52
25.06,-3.97,0.62
26.965,-1.67,0.68
27.9175,-0.52,0.71
28.87,0.63,0.74
29.57,1.05,0.975
30.27,1.47,1.21
30.48,-1.57,0.08
28.27,0.0,0.28
24.57,1.36,0.38
27.54,0.37,0.57
26.84,-0.44,0.82
29.06,1.51,0.87
28.79,1.77,1.04
31.9,-1.53,-0.31
29.64,-0.24,-0.07
28.38,-0.06,0.12
30.21,0.975,-0.255
32.04,2.01,-0.63
28.09,0.94,-0.52
28.3,1.2,-0.49
28.51,1.46,-0.46
29.19,2.4,-0.54
26.44,3.94,0.17
26.97,1.165,0.85
27.235,-0.2225,1.19
27.3675,-0.9162,1.36
27.5,-1.61,1.53
28.81,1.64,2.11
29.12,1.4,2.08
28.92,0.19,1.6
30.23,0.52,1.68
28.13,1.52,1.43
30.75,0.38,1.09
29.87,1.2,0.74
26.57,0.59,0.43
25.47,-0.66,0.62
23.79,-1.42,0.86
26.42,0.0,1.11
27.25,1.03,0.82
27.84,1.88,0.87
27.64,2.01,0.62
27.43,1.37,0.63
26.3,0.76,0.44
26.44,3.39,0.27
26.415,3.01,0.15
26.39,2.63,0.03
27.61,0.0,0.78
26.8,0.78,0.675
25.99,1.56,0.57
27.07,-0.93,-0.05
28.55,-0.765,-0.215
30.03,-0.6,-0.38
28.92,-0.15,-0.77
28.33,-0.65,-0.41
29.55,-2.15,-1.4
30.41,-1.48,-1.44
28.85,-3.0,-2.0
28.38,-0.03,-1.97
25.54,0.0,-1.71
21.79,-0.55,-1.05
24.89,-1.04,-1.215
27.99,-1.53,-1.38
28.095,-1.475,-1.38
28.2,-1.42,-1.38
26.82,-2.52,-0.87
28.38,0.52,-1.04
26.4,-0.92,-0.38
26.33,0.32,-0.7
27.21,-1.04,-0.83
26.98,0.54,-0.7
24.88,1.15,-0.03
24.31,1.26,0.21
25.02,1.04,0.41
25.09,-1.13,0.63
27.27,0.76,1.07
26.71,-1.05,0.38
27.34,0.06,0.03
28.93,-1.155,0.38
30.52,-2.37,0.73
30.5,0.46,0.1
30.375,-0.235,0.415
30.25,-0.93,0.73
27.84,-0.59,0.55
26.94,-0.49,0.94
30.97,-1.24,0.93
30.95,0.455,0.845
30.93,2.15,0.76
27.81,-0.875,-0.19
26.25,-2.3875,-0.665
25.47,-3.1438,-0.9025
25.08,-3.5219,-1.0212
24.69,-3.9,-1.14
28.33,-1.43,-1.215
30.15,-0.195,-1.2525
31.06,0.4225,-1.2712
31.515,0.7312,-1.2806
31.97,1.04,-1.29
30.57,1.29,-1.745
29.17,1.54,-2.2
29.91,0.74,-2.28
30.41,0.435,-2.69
30.91,0.13,-3.1
29.21,0.43,-3.13
29.31,0.43,-2.38
28.42,-0.41,-2.61
25.94,-0.57,-2.5
24.435,-0.56,-2.035
22.93,-0.55,-1.57
27.225,0.01,-1.17
29.3725,0.29,-0.97
31.52,0.57,-0.77
30.75,-1.73,-1.42
31.04,-0.38,-1.53
29.98,-1.78,-1.89
31.07,-0.65,-2.18
32.12,-1.21,-1.79
34.38,3.44,-2.69
32.8,0.0,-2.41
30.01,-1.52,-2.41
30.0,0.38,-2.41
30.88,0.91,-2.74
29.69,-1.4,-2.8
29.24,1.22,-2.69
29.91,1.03,-2.56
30.89,0.13,-2.96
28.99,-0.82,-2.22
29.84,0.62,-2.84
29.72,-0.18,-2.96
29.6,-0.98,-3.08
30.75,-0.065,-2.13
31.325,0.3925,-1.655
31.6125,0.6212,-1.4175
31.7562,0.7356,-1.2988
31.8281,0.7928,-1.2394
31.864,0.8214,-1.2097
31.882,0.8357,-1.1948
31.891,0.8428,-1.1874
31.9,0.85,-1.18
30.27,-1.11,-0.98
29.01,-1.72,-0.85
31.27,-0.46,-0.24
32.21,0.24,-0.08
31.94,-0.66,-0.78
34.61,0.1,-0.97
31.69,-1.14,-0.55
30.63,-3.97,-0.43
31.63,-3.66,-1.68
32.19,-4.19,-1.82
33.66,-0.92,-1.89
33.8,-2.09,-2.14
29.55,-3.18,-1.89
31.04,-4.78,-2.05
28.4,-5.02,-1.87
28.965,-1.94,-0.835
29.2475,-0.4,-0.3175
29.53,1.14,0.2
28.325,-1.455,0.25
27.7225,-2.7525,0.275
27.4212,-3.4012,0.2875
27.2706,-3.7256,0.2937
27.12,-4.05,0.3
32.04,-2.53,-0.01
32.55,0.66,0.62
31.54,1.6,0.54
34.54,-0.76,0.51
33.98,-0.3,0.87
35.17,-2.74,0.41
30.86,-6.15,1.25
31.13,-3.62,0.96
32.85,-4.52,1.27
32.12,-3.26,0.86
31.02,-1.4,0.97
33.82,-0.43,1.37
33.45,-4.36,0.74
34.61,-4.12,0.8
32.06,-4.38,1.37
29.89,-2.82,1.43
29.3,-2.23,2.0
29.48,-0.01,2.19
31.74,-2.2,2.43
31.94,-1.79,2.05
30.8,-1.26,1.48
31.09,-2.07,2.36
29.85,-2.05,2.0
32.21,-1.09,1.38
33.86,-1.0,1.05
31.9,-0.63,1.36
32.85,0.27,0.82
30.0,-0.41,1.52
32.12,2.82,1.32
30.46,-0.77,0.66
31.42,0.49,0.52
31.76,-0.15,0.35
31.43,-0.46,-0.01
28.42,3.48,0.83
29.6,-1.33,-0.24
29.08,-1.19,0.65
30.19,-0.15,0.41
29.71,-3.61,0.98
28.69,-7.24,1.84
30.0,-4.255,1.84
31.31,-1.27,1.84
31.76,-0.44,1.88
30.05,-0.73,1.36
32.01,-1.33,1.2
33.28,-0.88,0.68
31.42,-0.82,0.74
27.64,1.53,0.46
29.87,-0.3,0.6
29.655,-0.575,0.685
29.44,-0.85,0.77
29.36,-1.975,0.685
29.32,-2.5375,0.6425
29.3,-2.8188,0.6212
29.28,-3.1,0.6
30.34,-0.27,0.86
30.41,0.0,0.35
31.92,-1.4,0.21
31.76,0.03,-0.31
29.39,1.48,-0.01
31.2,0.59,-0.59
31.3,-0.055,-1.205
31.4,-0.7,-1.82
28.27,-2.48,-0.49
28.06,0.86,-0.05
30.395,-1.62,0.13
31.5625,-2.86,0.22
32.1462,-3.48,0.265
32.73,-4.1,0.31
30.66,-2.37,0.24
30.97,1.25,0.15
30.45,0.24,0.01
30.16,-0.68,0.55
31.4,-0.57,0.1
31.25,-4.3,-0.2
32.26,-1.37,-0.65
30.265,-1.54,-0.53
28.27,-1.71,-0.41
27.51,-0.85,-0.14
26.75,0.01,0.13
27.43,0.68,0.43
28.22,-0.21,0.17
31.94,-1.15,0.2
31.52,-2.67,-0.2
30.75,0.26,0.21
29.26,-0.4,0.06
29.01,-3.07,0.28
28.06,-1.25,0.15
28.75,-1.535,0.11
29.095,-1.6775,0.09
29.44,-1.82,0.07
28.58,-3.02,0.43
29.69,-3.46,-0.48
30.97,-2.42,-0.76
29.71,-1.15,-0.85
30.1,-0.6,-0.54
31.06,-0.24,-0.8
27.64,1.02,0.13
28.76,1.85,-0.8
29.24,2.85,-0.63
31.74,2.41,-0.24
31.33,0.78,-0.6
31.7,2.25,-0.49
27.45,-0.51,0.24
28.7,-2.62,-0.05
30.73,-2.405,-0.155
32.76,-2.19,-0.26
32.04,-0.71,-0.17
33.23,-0.48,-0.57
31.04,0.06,-0.17
29.82,0.57,-0.19
29.0,0.78,0.22
28.59,0.885,0.425
28.18,0.99,0.63
28.47,1.915,1.075
28.615,2.3775,1.2975
28.6875,2.6087,1.4088
28.7238,2.7244,1.4644
28.7419,2.7822,1.4922
28.751,2.8111,1.5061
28.7555,2.8255,1.513
28.7578,2.8328,1.5165
28.7589,2.8364,1.5183
28.7594,2.8382,1.5192
28.7597,2.8391,1.5196
28.7598,2.8396,1.5198
28.7599,2.8398,1.5199
28.76,2.8399,1.52
28.76,2.84,1.52
30.19,2.48,0.74
28.83,0.94,0.59
32.24,5.49,1.2
32.04,-2.65,0.94
33.03,0.31,0.74
32.85,0.98,-0.3
32.08,-0.78,-0.49
31.155,-0.505,-0.435
30.23,-0.23,-0.38
31.18,0.595,-0.715
32.13,1.42,-1.05
30.74,0.575,-1.56
30.045,0.1525,-1.815
29.6975,-0.0588,-1.9425
29.35,-0.27,-2.07
30.41,0.12,-1.85
28.78,2.01,-1.7
29.55,0.87,-1.07
32.03,2.04,-0.81
31.54,0.52,-1.57
32.51,3.04,-1.52
31.18,2.14,-1.76
32.08,1.08,-2.15
33.43,2.36,-2.0
30.7,0.46,-1.42
30.46,-0.44,-1.19
29.49,0.33,-0.73
29.005,0.715,-0.5
28.7625,0.9075,-0.385
28.6412,1.0038,-0.3275
28.52,1.1,-0.27
26.6,-1.83,-0.32
30.48,1.13,-0.63
30.285,0.705,-0.125
30.09,0.28,0.38
27.73,3.04,1.25
30.8,0.81,0.52
31.28,0.09,0.355
31.52,-0.27,0.2725
31.76,-0.63,0.19
31.67,-1.365,0.565
31.58,-2.1,0.94
30.885,-1.765,0.655
30.19,-1.43,0.37
32.17,-1.64,0.73
32.15,-2.25,0.17
30.97,-1.44,-0.2
30.0,-0.03,0.15
29.98,1.59,-0.01
28.72,-0.78,0.1
30.32,-1.6,0.68
30.68,-2.08,0.32
30.09,-0.63,0.23
31.54,-1.49,0.38
31.0,0.57,0.44
28.505,1.025,0.395
27.2575,1.2525,0.3725
26.01,1.48,0.35
28.245,0.25,0.475
30.48,-0.98,0.6
28.51,-3.0,0.91
27.73,0.44,1.19
29.26,0.89,1.42
29.28,-1.3,1.08
30.36,1.24,1.05
32.12,-0.07,0.99
32.6,-2.08,-0.08
32.35,0.19,0.17
32.67,-4.08,0.27
29.06,2.42,-0.32
31.31,0.01,-0.43
28.2,1.64,-0.13
30.28,-1.47,-0.31
26.53,-3.15,0.23
28.45,0.83,-0.3
29.17,-1.26,0.89
30.8,0.06,0.98
32.6,-0.19,0.92
30.25,0.1,0.6
34.04,-0.31,0.37
33.53,0.06,0.1
31.51,0.0,-0.43
32.03,-0.49,-0.26
31.31,1.96,-0.1
30.77,1.46,-0.13
34.47,0.31,-0.71
32.26,0.92,0.15
31.67,-0.68,-0.03
31.74,-1.05,-0.92
31.495,-1.58,-0.73
31.25,-2.11,-0.54
30.97,0.48,-0.15
28.81,-0.76,-0.06
30.785,0.89,-0.005
32.76,2.54,0.05
33.09,0.49,-0.81
30.07,0.74,-0.31
30.73,0.6,0.05
31.13,0.06,-0.06
31.705,-0.43,0.0
32.28,-0.92,0.06
31.775,-1.225,-0.145
31.5225,-1.3775,-0.2475
31.3962,-1.4537,-0.2987
31.3331,-1.4918,-0.3244
31.3016,-1.5109,-0.3372
31.2858,-1.5204,-0.3436
31.27,-1.53,-0.35
29.82,-1.09,-0.24
30.77,-1.41,-0.28
32.67,-0.71,-0.57
28.2,-0.91,0.37
30.95,-1.375,0.68
32.325,-1.6075,0.835
33.7,-1.84,0.99
33.97,-1.66,0.23
31.99,-2.89,0.2
28.94,-1.52,0.23
30.14,-0.24,0.1
31.12,0.555,-0.12
32.1,1.35,-0.34
35.87,0.51,-0.76
32.73,2.97,-1.1
30.34,2.66,-0.63
28.74,0.54,-1.3
28.54,2.5,-0.78
28.47,1.55,-0.17
29.665,-0.375,-0.035
30.86,-2.3,0.1
35.03,-1.42,-0.34
32.57,-1.97,-0.83
32.76,-0.15,-0.81
31.09,-4.36,-0.87
29.39,-1.78,-1.24
27.79,-2.83,-0.7
31.11,-1.61,-1.21
28.61,-0.24,-0.44
28.09,1.06,-0.34
27.57,2.36,-0.24
27.5,-1.31,-0.83
28.78,-1.3,-0.93
29.75,-0.68,-0.2
27.5,0.35,-0.38
31.22,-0.86,-0.51
30.355,-0.715,0.31
29.49,-0.57,1.13
30.83,0.18,1.165
32.17,0.93,1.2
29.82,-0.05,0.71
32.33,1.2,0.13
27.73,1.08,1.07
28.825,1.76,0.805
29.92,2.44,0.54
29.6,1.43,0.21
28.27,2.19,0.17
30.7,2.43,0.03
29.57,1.11,0.03
28.875,1.535,-0.035
28.18,1.96,-0.1
25.24,2.735,0.8
23.77,3.1225,1.25
22.3,3.51,1.7
27.18,0.44,0.54
29.29,2.235,1.205
30.345,3.1325,1.5375
30.8725,3.5812,1.7038
31.1362,3.8056,1.7869
31.2681,3.9178,1.8284
31.4,4.03,1.87
31.4,2.16,1.47
29.71,0.17,0.98
29.76,1.2,0.44
30.66,0.7,0.71
29.85,0.35,0.73
28.685,-0.695,0.68
27.52,-1.74,0.63
27.79,-2.19,0.13
27.34,-0.74,0.41
29.85,-1.59,0.27
30.93,0.55,0.43
31.81,-0.2,-0.59
29.71,0.12,0.57
32.12,0.07,-0.28
30.37,-3.2,0.13
30.23,-2.3,0.12
35.1,-0.87,0.15
32.61,-0.975,0.315
31.365,-1.0275,0.3975
30.7425,-1.0538,0.4388
30.4312,-1.0669,0.4594
30.2756,-1.0734,0.4697
30.1978,-1.0767,0.4748
30.1589,-1.0784,0.4774
30.12,-1.08,0.48
33.5,-0.88,-1.05
30.86,-1.29,-0.1
31.81,0.0,0.13
32.26,-3.22,-0.23
33.59,-3.13,-0.77
33.84,-3.02,-0.86
33.97,-2.92,-0.88
33.27,-2.15,-0.68
32.8,-2.99,-0.87
31.4,-0.49,-0.44
33.39,-0.55,-0.49
33.015,0.3,0.025
32.64,1.15,0.54
30.51,1.525,0.98
29.445,1.7125,1.2
28.38,1.9,1.42
30.23,1.705,1.315
32.08,1.51,1.21
32.37,3.28,0.94
32.26,0.51,0.06
31.09,3.86,0.57
34.43,5.26,-1.02
34.15,3.57,-0.6
33.445,1.0,-1.3
33.0925,-0.285,-1.65
32.9163,-0.9275,-1.825
32.74,-1.57,-2.0
29.62,0.15,-1.56
29.855,0.83,0.095
29.9725,1.17,0.9225
30.0312,1.34,1.3362
30.09,1.51,1.75
31.22,2.16,1.9
31.9,1.21,1.92
29.01,-0.46,2.44
31.36,0.6,2.09
28.38,0.06,0.96
33.61,0.24,2.49
33.68,-0.32,1.22
32.08,0.68,1.7
29.53,3.13,1.2
32.24,1.78,1.78
30.97,1.53,1.55
32.51,2.71,1.57
32.96,2.14,1.44
32.46,1.98,0.96
34.95,1.99,0.85
34.36,1.88,0.4
33.12,0.97,-0.71
32.85,-0.28,-1.15
34.56,-1.67,-1.53
33.48,0.01,-2.16
35.29,-2.98,-3.37
34.68,-1.57,-2.37
33.68,-1.3,-3.99
30.23,-0.34,-3.31
27.45,0.0,-2.3
27.45,-1.375,-2.29
27.45,-2.75,-2.28
26.23,-2.44,-0.57
29.67,0.41,-0.49
30.52,2.4,-0.91
31.94,-1.04,-1.36
32.44,-0.82,-1.26
30.52,0.65,-1.25
30.55,0.06,-1.68
27.79,1.29,-1.03
30.72,0.97,-1.57
34.09,-0.21,-1.89
30.43,-1.48,-1.57
31.325,-1.52,-1.67
32.22,-1.56,-1.77
29.67,-2.39,-1.77
34.18,-1.04,-2.55
32.485,-0.48,-2.205
31.6375,-0.2,-2.0325
30.79,0.08,-1.86
30.68,1.15,-1.48
29.42,-0.12,-1.48
31.0,1.37,-1.57
31.09,2.89,-1.36
30.5,2.3,-0.97
30.09,2.14,-1.35
29.925,2.91,-1.19
29.8425,3.295,-1.11
29.76,3.68,-1.03
28.15,2.39,-1.0
33.39,-0.98,-1.27
33.05,-2.14,-1.26
32.71,-2.49,-1.38
33.57,0.38,-0.99
32.24,-0.87,-1.31
33.82,2.03,-1.48
29.51,-0.35,-0.96
30.07,2.41,-1.68
29.09,3.135,-1.49
28.6,3.4975,-1.395
28.11,3.86,-1.3
31.79,1.56,-0.85
32.26,0.05,-1.56
32.51,0.6,-1.54
32.01,0.49,-1.83
33.48,-0.65,-2.33
30.79,-0.05,-2.14
27.27,0.31,-1.85
27.99,2.16,-2.12
26.51,-0.31,-1.25
30.14,2.6,-0.46
33.5,2.64,-0.24
32.87,-1.37,-0.87
32.57,-0.63,-1.09
30.45,-0.89,-0.66
31.29,2.12,-1.07
27.34,1.46,-0.46
31.47,2.52,-0.37
32.06,1.09,-0.44
32.3,-2.52,-0.93
29.4,1.53,-0.82
31.52,0.48,-1.47
31.15,-0.35,-1.32
31.4,-1.7,-1.78
30.27,-0.81,-1.42
27.86,-0.86,-0.93
29.89,-0.65,-0.98
31.25,-1.51,-0.87
28.61,-1.63,-0.26
28.94,-0.13,0.12
31.85,0.18,-0.195
34.76,0.49,-0.51
30.5,-0.94,-0.6
32.1,1.07,-0.93
31.415,0.875,-0.835
30.73,0.68,-0.74
30.66,-2.05,-0.35
29.58,-0.89,-0.82
30.79,-2.33,-0.93
31.34,-0.91,-0.89
29.22,-1.95,-1.25
29.78,-1.83,-1.21
29.62,1.74,-1.14
31.83,-1.29,-1.03
26.33,-0.1,-0.21
28.11,2.49,-0.17
30.09,0.03,0.13
30.21,-0.73,0.0
30.55,-1.44,-0.13
30.18,-1.43,0.03
31.68,-2.235,-0.745
33.18,-3.04,-1.52
33.43,0.65,-1.22
29.58,-1.74,-2.19
27.99,-0.46,-1.54
28.45,-1.61,-2.36
31.52,-1.86,-2.47
30.03,0.45,-1.56
28.54,2.76,-0.65
29.92,-2.51,-0.35
29.91,0.13,-0.63
30.79,-1.99,-0.7
31.22,-0.86,-0.63
29.28,2.31,0.23
28.67,0.97,0.35
27.36,-4.69,0.71
31.54,-3.83,1.2
32.42,-4.63,0.63
30.37,-4.61,0.8
29.85,-4.41,0.49
30.59,-4.5,0.38
30.93,-2.67,0.46
30.46,-1.35,0.37
33.46,-0.03,0.57
31.9,-1.64,0.73
33.48,-5.24,0.87
34.225,-4.02,0.43
34.97,-2.8,-0.01
32.62,-1.84,-0.19
30.27,-0.88,-0.37
31.31,-3.31,-0.31
32.295,-3.275,-0.325
33.28,-3.24,-0.34
32.815,-2.34,-0.415
32.35,-1.44,-0.49
33.46,-0.65,-0.65
30.5,-1.94,-1.15
28.04,-1.61,-0.35
29.89,0.06,-1.04
31.9,-0.76,-1.04
31.81,-1.09,-0.43
31.69,-1.41,-0.99
32.51,-2.06,-1.26
32.27,-2.385,-1.235
32.03,-2.71,-1.21
30.96,-2.205,-1.305
29.89,-1.7,-1.4
28.49,-3.88,-0.94
29.55,-3.07,-0.51
29.79,-2.355,-0.46
30.03,-1.64,-0.41
31.36,-4.43,-0.98
31.38,-5.13,-0.88
28.96,-5.16,-0.54
28.29,-5.9,-1.04
29.49,-4.76,-1.61
29.17,-1.97,-1.15
29.04,-2.33,-1.15
30.5,-0.93,-1.77
29.26,-1.05,-1.47
26.46,-1.46,-1.31
30.39,0.05,-1.83
28.4,-1.46,-1.74
28.09,-1.26,-1.15
29.12,-2.32,-1.51
28.7,-5.35,-1.87
28.63,-4.28,-1.87
28.43,-5.24,-2.06
27.54,-3.99,-1.97
25.97,-5.07,-1.43
25.6,-2.51,-1.57
26.15,-3.48,-0.89
27.09,-3.57,-1.15
27.43,0.0,-0.59
28.69,0.06,-0.35
30.01,-1.87,-0.98
28.78,-1.83,-1.29
29.53,0.97,-1.13
29.69,0.26,-1.64
29.28,0.82,-1.41
28.0,0.0,-1.49
27.68,0.27,-1.72
28.49,0.57,-1.82
28.79,-3.66,-1.97
29.62,0.24,-1.75
32.03,-1.78,-1.96
26.87,-1.43,-1.09
28.15,-0.92,-1.53
29.64,-1.65,-1.37
28.96,-1.35,-1.54
30.48,-3.95,-1.2
28.38,-1.6,-1.1
29.22,-2.03,-0.76
27.23,0.13,-0.82
27.27,0.57,-0.87
28.29,-2.26,-0.73
28.22,-2.22,-0.37
28.0,-3.53,-0.34
